income,rent,family_size,marital_status,special_conditions,lat,lon,need_score
10575.59,3225.06,6,Single,0,24.85737372222313,46.788718503250905,42.2
16653.02,4241.25,1,Married,0,24.68205628843342,46.67402115166321,15.19
9581.02,7307.74,9,Married,1,24.742859071115216,46.73930455251054,95.51
11241.93,7454.0,9,Married,1,24.799982951023456,46.701712809342325,91.52
5385.27,306.87,7,Single,1,24.783438338223856,46.70023085338234,57.28
10688.34,7508.12,3,Married,0,24.7435241098504,46.66766694515759,43.1
6763.76,3952.94,7,Divorced,1,24.727938337694454,46.670415769719185,78.38
15604.39,6676.74,10,Widowed,1,24.725306337351135,46.79068208983039,87.12
16090.32,10818.39,7,Divorced,1,24.726630055558402,46.86961910324187,81.89
3091.95,494.91,1,Married,1,24.798765895044045,46.747241806184746,31.4
2355.61,476.94,2,Single,0,24.73118211099094,46.77301549397045,38.1
7777.84,6179.94,9,Widowed,1,24.74531810868811,46.744100490732265,96.78
14843.01,8790.28,10,Divorced,0,24.90210422691344,46.733197005013764,73.69
19474.91,12496.95,7,Divorced,0,24.831563666314285,46.702841178743704,60.67
16888.52,12058.43,3,Single,1,24.77235057547515,46.826540031781775,63.56
18742.3,6950.29,1,Married,1,24.742751647110612,46.828622427899845,39.83
18700.1,4618.46,4,Married,0,24.809487596772776,46.709876661205286,29.88
14826.09,3380.13,5,Divorced,1,24.80572038695278,46.786627722481335,54.12
12716.87,5854.86,3,Single,0,24.80519049811086,46.659488764005474,33.42
10153.88,387.69,3,Widowed,0,24.737743141208757,46.72562406822242,16.53
5266.76,1084.35,6,Widowed,0,24.770378328545,46.769033604877535,38.24
896.46,622.43,7,Widowed,0,24.782985050046662,46.67123278206449,82.77
1896.55,754.3,2,Widowed,1,24.793109892550298,46.768529287264194,65.91
16368.91,10236.41,6,Single,0,24.802089522396553,46.79203903627773,55.01
17443.47,2654.65,3,Widowed,0,24.815796107727447,46.760959003961425,21.09
11287.38,7273.78,3,Widowed,1,24.77059171442707,46.6549519533242,60.78
14828.7,2528.12,8,Single,1,24.79558091095663,46.748384384358154,66.82
14300.46,11290.98,4,Married,0,24.78767894185977,46.67416257120898,51.58
5658.1,1255.84,8,Divorced,1,24.720047172979587,46.790657642666645,68.88
4998.16,556.58,1,Single,1,24.77212224230717,46.77207503486863,29.45
15710.34,6740.87,2,Married,0,24.775515918806523,46.739487806974786,27.16
3401.62,2174.99,6,Married,0,24.8210141902988,46.71219776358913,55.58
3473.19,1166.39,2,Single,1,24.77890603884705,46.71488623556475,43.43
12386.27,5004.66,1,Married,1,24.752375188628385,46.72254139382657,41.16
8216.99,4846.97,9,Single,0,24.785206688581685,46.71406256891682,68.59
1408.74,917.11,4,Divorced,1,24.83688780627868,46.69326963488903,86.04
4796.53,3737.06,6,Widowed,1,24.764756417791933,46.71601344708629,81.16
8340.76,5255.95,4,Married,1,24.846448894217687,46.74782773882558,65.21
18831.99,8667.98,8,Single,0,24.825692226973434,46.663721981348154,58.41
13988.94,3770.72,7,Divorced,0,24.787452513293463,46.78248153978117,45.78
13003.14,1657.49,6,Divorced,0,24.778214199463772,46.79127401875327,35.1
8933.36,5159.81,2,Married,0,24.74823557749498,46.808467372009275,33.1
14689.2,11253.01,1,Married,1,24.889044906180963,46.71985807197802,55.64
9344.59,7317.92,6,Divorced,0,24.751824873929962,46.81066922385588,61.32
18636.96,14287.87,1,Single,0,24.853078607286538,46.71185699864234,35.67
5577.97,786.86,8,Widowed,1,24.753090659145208,46.72391076955697,65.64
13730.77,2496.29,5,Divorced,0,24.706877474448287,46.69206740267579,32.27
7589.26,4917.05,1,Divorced,1,24.723892961662397,46.69961012174479,50.92
1006.61,211.41,6,Married,1,24.772365755630663,46.749710736626824,78.4
14272.25,8210.14,6,Married,1,24.851625024640704,46.68808229796306,73.01
18146.27,1094.86,10,Married,0,24.82331611992383,46.72730055778872,52.41
8273.44,5826.21,1,Married,1,24.77162681451738,46.77174097460833,53.17
15921.08,9822.8,3,Married,0,24.717963898921887,46.7571204873092,39.68
9684.75,2141.51,10,Married,0,24.782422610410652,46.76262256320041,58.84
14169.58,7311.72,5,Widowed,0,24.78855843219539,46.86076500699554,45.64
18817.86,548.29,8,Divorced,0,24.742213000787434,46.71145015224991,41.17
19878.42,13466.94,6,Single,1,24.742942973678762,46.71022614404199,77.1
12236.42,7495.96,3,Single,0,24.742230643634674,46.79745082655538,39.5
1188.05,542.44,10,Divorced,0,24.845125212399495,46.70946268531252,88.26
18028.55,10809.3,3,Widowed,1,24.73248222134479,46.76157077781932,58.98
11117.65,5377.96,5,Widowed,0,24.74648884778595,46.769646590887774,44.35
8370.59,233.33,2,Single,1,24.784246151042566,46.66221279425014,31.11
8489.83,3845.16,8,Single,0,24.851475260066504,46.82779388365478,58.12
10411.73,7074.76,6,Married,1,24.743460565475782,46.7186149220032,77.18
6078.79,1052.6,6,Divorced,0,24.788393269536247,46.75472283949935,36.93
1854.9,1199.81,7,Single,1,24.807027213633642,46.83851022693832,100.0
16661.36,8076.93,5,Married,0,24.7652526386253,46.69808513777308,44.39
18413.69,8534.01,4,Married,1,24.705134038599276,46.701453498002905,58.54
19034.98,8593.52,4,Married,1,24.772443651356312,46.82772789317589,58.06
4678.25,409.21,5,Widowed,1,24.748219435048192,46.749189397581944,48.5
15639.87,7815.79,10,Divorced,1,24.773278855196363,46.7974196636724,89.99
5173.23,1742.72,3,Divorced,1,24.900446621293682,46.711456561353984,48.47
14445.67,6242.7,7,Divorced,0,24.74962802787409,46.790208043853454,52.29
15371.83,4536.77,4,Divorced,0,24.808194574481316,46.8303353662868,31.81
19436.68,5410.45,7,Widowed,0,24.8032964092663,46.72003539546065,46.13
13938.63,352.61,1,Widowed,1,24.803632741534617,46.793435179029146,26.01
15019.19,5397.24,8,Widowed,1,24.81512410905987,46.76336370155536,74.37
3377.09,1901.21,2,Widowed,1,24.82743373447946,46.79646477952228,52.52
3007.94,1836.51,4,Widowed,1,24.84320794955188,46.770435494379484,64.42
18072.05,9273.86,8,Married,1,24.765744095984157,46.74533568432167,80.53
5076.06,1996.62,3,Widowed,0,24.83442544832542,46.69715321645064,30.73
3420.86,1901.91,7,Widowed,1,24.792533665443646,46.71833305938363,77.24
17095.67,4697.51,9,Divorced,1,24.77553724114674,46.801922593130364,75.99
4188.94,262.84,8,Divorced,0,24.783654953400998,46.740321827407804,42.51
15888.81,5388.22,1,Single,1,24.706107192951006,46.77531267830136,38.56
4230.97,410.25,3,Married,0,24.806374209057054,46.846162736165276,18.88
7123.75,4371.35,5,Married,0,24.75871108825235,46.74895751638319,49.55
3425.13,2699.43,1,Single,0,24.786569184185538,46.81687266398817,36.52
6980.55,4231.01,6,Married,0,24.769335223380654,46.75195107628851,54.24
2037.68,898.41,8,Divorced,1,24.80449482548583,46.74733045615782,97.64
10640.22,4530.06,9,Divorced,1,24.751778319272475,46.74770449964492,82.03
1392.6,223.83,2,Married,1,24.82778158749299,46.68667423502944,56.43
12264.25,2134.16,9,Divorced,0,24.780748483707345,46.70299395925304,51.96
7377.66,3177.91,10,Single,0,24.83385233144624,46.66184065476081,67.23
627.03,354.41,4,Single,1,24.746153907636423,46.756860593753224,82.61
2656.46,1552.63,6,Married,1,24.852376201461716,46.73471248694635,93.38
19398.14,14696.6,5,Married,1,24.74634002366534,46.83205785347203,75.31
8674.92,407.87,7,Widowed,1,24.70169930497919,46.628059702169,56.88
10709.65,4753.03,9,Single,0,24.79610072250267,46.71289728878237,62.75
13448.77,8563.24,8,Married,0,24.723038359143466,46.77341782236497,65.47
11352.5,636.47,8,Married,0,24.78629003568856,46.70979606846316,42.24
17077.44,11408.44,4,Single,1,24.710084780066456,46.781622866414004,66.72
14086.93,3305.56,10,Married,1,24.806610058897935,46.73304120681103,79.39
5482.07,693.35,10,Married,1,24.866431849802385,46.68449576168369,75.06
11291.6,7021.6,1,Divorced,0,24.697823741453764,46.70340459650594,29.87
2644.69,534.53,7,Single,0,24.771820699182225,46.75016697246613,63.08
3452.23,1545.99,4,Divorced,1,24.762038197107184,46.755602769825714,57.91
13670.46,2159.9,4,Married,0,24.711523028790477,46.810188230203664,26.32
8848.0,256.45,10,Widowed,1,24.769992441080372,46.79386479157941,71.16
8721.87,3866.61,9,Single,0,24.791236267318887,46.76083766095769,62.73
1912.18,1120.21,9,Single,0,24.802588364011612,46.760385428000866,88.43
14971.77,1139.68,6,Widowed,0,24.806236137993377,46.80445762650662,33.04
16671.87,2363.4,5,Single,0,24.783926058485076,46.773450187879426,30.67
5230.67,781.3,10,Single,0,24.769613215285638,46.81000586077247,55.97
8886.26,5068.75,4,Divorced,1,24.740280384897037,46.82804702164554,62.82
650.9,478.39,8,Single,0,24.772092102467784,46.666461244894094,89.4
11354.76,1801.8,3,Single,1,24.78050522074554,46.70394741712626,41.35
8138.31,3635.85,3,Widowed,1,24.816132177449436,46.70536880103488,52.87
9104.05,4356.44,7,Widowed,0,24.75179082833926,46.643522963452725,54.14
8140.5,1583.05,7,Widowed,0,24.751484684037546,46.61680603366855,42.78
8651.77,3340.68,5,Widowed,0,24.694904858825716,46.77602073280721,40.45
18975.0,8632.56,10,Divorced,0,24.813390007932544,46.75927287808925,68.2
6035.27,2351.67,3,Divorced,1,24.72575119284354,46.735614432192904,50.59
17649.31,7217.44,3,Divorced,0,24.77391987304547,46.68008176554037,31.36
19265.92,5253.12,4,Divorced,0,24.849269915088357,46.781868114528784,30.91
19206.33,14252.76,9,Married,1,24.763051791308516,46.73934429194973,94.68
4450.45,277.6,3,Widowed,0,24.78451914039738,46.63591325657878,17.5
8589.05,1894.8,7,Divorced,1,24.761741130873972,46.70390078760011,63.82
18666.01,14456.75,2,Divorced,1,24.724018999505255,46.7239449853557,60.98
12228.12,4887.36,10,Divorced,1,24.863984326342475,46.77004214306335,85.99
7831.13,2688.15,7,Divorced,0,24.745541050510862,46.76662913906781,48.73
12971.52,8770.92,3,Single,1,24.8440677718293,46.78423168414564,62.05
2272.73,1347.42,6,Divorced,0,24.777081518496008,46.70565316111472,73.71
6947.64,3050.77,7,Single,1,24.80901116568068,46.757674269271085,72.56
5373.73,1866.16,10,Married,0,24.818859661001387,46.769758590084095,63.89
13640.47,7565.44,4,Widowed,1,24.826577635765968,46.711238239421974,62.19
7089.89,1886.61,5,Divorced,1,24.839969703281717,46.74787998023462,55.64
10300.92,4776.62,2,Divorced,0,24.877863043631265,46.70354060909552,28.55
16999.28,7612.52,7,Married,1,24.860898190158263,46.74789553917313,72.91
19096.43,2905.93,8,Married,1,24.741529099819278,46.713805708297286,66.09
11705.95,2537.81,3,Divorced,0,24.758082634590284,46.75920829732009,23.67
7961.41,1169.38,6,Married,1,24.800241774401776,46.70931499980307,55.88
13033.37,5825.13,2,Divorced,1,24.77288227038695,46.84511351793059,47.88
1336.33,394.71,9,Divorced,0,24.860477158505038,46.7598161834837,76.81
7333.8,2915.28,8,Married,1,24.77600017390841,46.74400156633591,75.9
5153.87,3010.41,3,Widowed,1,24.80477589863652,46.68686037174008,58.36
4116.05,854.06,9,Married,1,24.761231173128834,46.65457079630612,73.3
7693.25,3316.04,4,Married,0,24.794061156130265,46.77035979698514,37.24
1635.03,639.79,9,Married,1,24.749940676885032,46.816699338164504,100.0
8309.36,4008.57,1,Single,1,24.712811716849885,46.66478125598951,44.3
12208.93,8594.87,9,Married,0,24.785322590928,46.79035491513061,73.16
4307.83,1195.66,3,Widowed,1,24.858296384572895,46.71505578685655,46.1
15001.74,9622.79,8,Married,1,24.828034041671565,46.73607457652496,85.66
15816.08,11054.86,7,Single,1,24.76546863500296,46.78218299687433,82.96
12553.29,5963.92,6,Single,1,24.80671614392067,46.65918039215079,69.0
1480.3,221.62,3,Single,0,24.847927017486295,46.807004567707374,40.99
10352.21,1825.83,2,Widowed,0,24.742821864924526,46.75779017667187,17.05
1793.14,1214.65,3,Married,1,24.79880150931414,46.751033688291194,82.1
10403.17,2117.29,2,Widowed,0,24.74658474230773,46.7044188316031,18.14
18687.21,1666.81,1,Widowed,0,24.77282229645043,46.79663645096297,8.57
9068.49,2299.91,5,Married,1,24.801280007729723,46.719469283395696,55.14
17915.16,5338.11,8,Widowed,0,24.812684935532417,46.595572868968496,51.92
8825.51,3778.52,3,Married,1,24.831538285018606,46.6510143110611,52.13
8889.09,4194.55,1,Divorced,1,24.755977952929843,46.68201650526869,43.88
9166.15,1140.75,4,Widowed,0,24.709365926213955,46.79604133936893,24.98
17439.35,2722.41,9,Divorced,0,24.750714939934404,46.75532519408654,51.24
15410.67,3562.37,9,Divorced,1,24.771753971056043,46.76185204136116,74.25
9793.32,2072.52,4,Widowed,1,24.777941094553015,46.67385038879057,48.47
3270.15,376.64,7,Divorced,1,24.823913340972357,46.71331217084193,59.61
11134.19,903.31,10,Married,1,24.696270905067014,46.716594241951704,73.25
15272.27,9548.37,10,Divorced,0,24.849137989531716,46.78051108710567,75.01
10893.45,7782.07,6,Single,0,24.756667393279606,46.72053711478408,58.58
14540.82,1123.29,2,Widowed,0,24.758018247439132,46.84183739917804,13.09
9536.3,5460.28,4,Widowed,1,24.79319677261158,46.75950208235955,62.9
5524.38,4142.15,8,Divorced,1,24.82561417270159,46.74993945795133,89.99
17564.2,9772.14,9,Divorced,1,24.761147892708966,46.72818250754575,87.25
9882.18,4815.35,9,Divorced,0,24.7705199370293,46.73613888817451,64.49
12946.9,2608.27,7,Divorced,0,24.81048147718185,46.74059729429037,43.06
6045.16,3516.19,2,Widowed,1,24.810732003860778,46.73396417099457,53.27
18368.72,6483.24,5,Married,1,24.778031759515805,46.638089965773396,59.12
14128.88,7761.37,6,Divorced,1,24.819916383735126,46.755324423794896,71.97
2035.36,411.85,7,Single,1,24.824000505492982,46.59318723109031,83.09
18182.29,4839.37,4,Married,0,24.878518735239037,46.73102051859224,30.65
11555.53,2343.58,8,Married,0,24.829509140836876,46.686004703643725,48.11
9453.31,5313.99,7,Widowed,0,24.80473869525313,46.685329221841315,57.49
16240.74,10905.76,4,Married,0,24.74291155196521,46.83370156769334,46.86
12904.79,5815.2,10,Single,1,24.764565879961832,46.74887164365899,88.02
10957.86,7970.63,9,Divorced,0,24.81760338653444,46.76278409439863,74.1
19172.08,4513.93,1,Single,1,24.78162094525718,46.75624805012331,34.42
18737.59,13220.72,9,Single,1,24.894270779261916,46.73511906014832,93.22
2060.32,290.34,4,Divorced,0,24.78415495233575,46.79053271980038,45.64
18473.77,8815.73,5,Divorced,1,24.8293762966479,46.79735151527802,64.09
12335.41,1099.93,2,Married,0,24.80603651110146,46.68084975436348,13.57
11407.85,397.0,6,Single,0,24.855771576615055,46.68068273034906,31.39
12520.22,5074.13,3,Married,0,24.789231773261953,46.70028620749903,31.21
15213.66,6156.74,5,Widowed,0,24.77089308267035,46.754438120515175,41.19
10410.34,8119.16,4,Divorced,0,24.790167860772513,46.759096037711764,51.2
16609.96,8580.03,5,Single,1,24.854785563452932,46.7606767150757,65.66
12268.61,9278.13,2,Divorced,1,24.76189216823547,46.786204358414416,60.25
4870.67,1472.82,10,Divorced,1,24.833573524446233,46.67661960924315,82.1
5148.73,907.16,3,Married,0,24.803970003492495,46.77305863711555,22.05
11526.97,2330.15,1,Widowed,1,24.759221824832,46.80678534066558,33.09
11854.87,861.96,5,Divorced,1,24.766597220648375,46.74427882267358,47.91
19991.46,11290.65,10,Single,0,24.765446408785806,46.73877895237907,72.59
13022.0,427.84,4,Married,0,24.71928624565524,46.66599745587028,21.31
10656.37,7067.12,2,Widowed,0,24.85382525316125,46.695651932584084,36.53
8466.57,2783.48,6,Married,0,24.724530382527185,46.630330494319814,43.15
11757.3,3462.69,6,Widowed,1,24.742151912615526,46.671845510329625,61.78
6217.54,2917.15,8,Single,0,24.856200758006818,46.788490854467135,58.77
14434.75,10002.57,5,Married,1,24.739692482741116,46.85062179026721,72.72
17004.19,9157.02,5,Married,0,24.82318827434958,46.72175843082457,46.54
6615.24,2512.54,5,Widowed,1,24.649129714256322,46.85254712862954,60.19
17263.78,8383.77,5,Widowed,1,24.70462137666182,46.655730062652154,64.43
7053.46,5112.71,3,Single,0,24.825228521600483,46.859987620316964,43.99
17435.91,11638.06,10,Divorced,1,24.843313640925526,46.76619545600262,96.7
11170.46,4435.01,1,Divorced,1,24.803837717083265,46.780670777939015,40.88
7624.08,5200.45,10,Married,0,24.81204642948934,46.752059571198465,77.28
18803.9,2286.12,9,Married,0,24.779310055197595,46.734870343605024,49.86
19055.8,8993.63,5,Widowed,0,24.736401770556668,46.723966246156664,43.88
19339.85,9097.23,1,Single,0,24.68945215929023,46.73308301866026,23.82
4648.47,2179.5,8,Divorced,1,24.724670444642456,46.68282053413921,78.75
9863.83,1451.29,7,Widowed,0,24.783094707557673,46.80760011431723,40.89
16443.45,6094.95,8,Married,0,24.820015830300115,46.65947496981884,54.83
2690.69,1562.36,4,Widowed,1,24.724618593171485,46.78503855939941,83.23
8872.29,5614.13,6,Widowed,1,24.724975630323087,46.72676834250015,75.31
10852.83,852.2,9,Married,0,24.801602604951228,46.68958277725682,48.14
14603.69,4468.38,8,Single,0,24.779368775307297,46.67129872525409,52.24
2741.39,944.09,6,Married,0,24.74403161780244,46.75398909670712,63.78
8949.51,2075.34,1,Single,1,24.69445031332342,46.76002373689802,34.28
9987.28,6307.35,8,Divorced,0,24.773118110053666,46.76562449772086,65.26
1299.61,619.48,3,Married,1,24.785295706703234,46.80620702149869,74.07
10986.23,6797.99,10,Divorced,1,24.780361225132395,46.71652972294374,94.75
9387.48,1578.64,2,Widowed,1,24.780214875151614,46.76516490145182,36.73
7977.23,2931.78,7,Divorced,1,24.776543003516284,46.74002958456019,69.7
9385.69,3864.18,9,Married,0,24.739000415609663,46.70485495412245,61.47
13860.86,8965.96,10,Widowed,1,24.703969736410016,46.825478837159345,95.87
8279.52,1951.84,2,Widowed,1,24.711906838230437,46.70335474011021,39.43
4575.41,3644.03,2,Single,1,24.73817963672154,46.78274621884722,61.86
12596.51,7883.72,7,Married,1,24.7593525160854,46.80038710363369,80.03
10282.47,5801.25,2,Divorced,0,24.74042546878781,46.75194970811119,32.57
5439.11,2221.97,6,Divorced,1,24.732332647337014,46.845257456388666,66.34
14615.72,8448.66,4,Widowed,0,24.714720079048526,46.75349103551135,43.12
14783.8,7440.64,10,Single,0,24.805788844046607,46.75868995487257,70.13
816.87,496.85,9,Widowed,1,24.764835617056114,46.731508965013326,100.0
19293.52,14012.29,1,Married,0,24.776290573598956,46.730649899918575,34.05
17630.48,5107.18,9,Married,1,24.822293955839747,46.848526150079564,76.59
3956.16,1269.08,2,Divorced,0,24.74622541074961,46.66950985102105,22.83
3125.94,229.72,2,Divorced,0,24.769685897582438,46.86698546688272,12.94
9516.74,880.52,7,Single,0,24.733916271601515,46.8199558402722,38.7
1726.99,835.58,3,Single,1,24.857985040703824,46.7103205879146,74.35
8707.69,6201.61,8,Married,0,24.802549153959266,46.819419831156424,68.49
3740.53,2299.72,8,Married,0,24.755143612950626,46.72782098199488,64.59
17311.84,9332.79,10,Single,0,24.74501595430257,46.687262163465356,71.56
11386.03,6694.87,4,Married,0,24.7416361227467,46.67680298666188,43.52
8602.6,2856.82,4,Married,1,24.77580417341296,46.69950133844707,53.28
8573.71,4302.72,9,Divorced,1,24.785789295589538,46.66020521768982,85.07
19549.76,7901.28,4,Married,1,24.790644011610723,46.779676448080444,56.17
17313.35,10528.51,6,Single,1,24.67441321787143,46.75670282849238,74.32
9998.38,5682.64,2,Married,0,24.835483449623666,46.67751794906544,32.73
6510.5,4528.38,1,Married,1,24.857728619341884,46.758950950468304,52.82
18801.71,2655.11,1,Single,1,24.73884940721208,46.735211546117114,30.65
4860.05,1083.42,3,Married,0,24.802016345626086,46.74180026957062,23.92
15815.04,1281.47,9,Widowed,0,24.801037799622318,46.69196632034603,48.24
4692.39,3560.36,8,Married,0,24.782568041201806,46.66731427515475,70.35
10335.53,2526.91,7,Divorced,1,24.768538696932566,46.69280461792676,64.78
4697.06,3413.98,5,Married,1,24.737323502870513,46.79980465876052,74.07
18075.04,12203.48,3,Single,1,24.828665506029715,46.76845690604536,62.01
19927.84,1293.93,9,Married,0,24.719484361766373,46.72217957751526,47.6
4503.29,2499.99,6,Divorced,0,24.83475488499896,46.74508584568199,52.21
11011.44,4805.02,9,Widowed,0,24.890066476999085,46.757665891969715,62.45
2653.76,1585.42,2,Divorced,1,24.783702455824503,46.722544176789874,73.9
17033.19,5742.26,7,Married,1,24.780777045239116,46.730376508180974,68.48
16012.21,10217.49,4,Married,1,24.80950543383443,46.78583511583973,65.52
16710.6,11410.34,5,Single,1,24.734800526974603,46.67143835232211,72.31
11879.9,4827.59,6,Widowed,0,24.682289731344834,46.763399566345626,46.25
6542.08,985.05,1,Divorced,0,24.718931669691308,46.63035547035238,11.02
9582.01,6494.79,8,Single,0,24.79352893022655,46.86264997587164,67.11
3003.98,986.13,3,Single,0,24.773796454423007,46.77992453872258,28.13
4802.58,2581.09,3,Divorced,1,24.77819146792738,46.73305551734044,56.5
763.17,415.62,5,Single,0,24.82005382414939,46.723486272790566,66.78
10621.34,993.55,8,Single,1,24.787469615703596,46.7540848903098,63.74
14790.49,10012.2,5,Married,1,24.74069547731785,46.78760211747682,72.08
19921.21,13006.2,8,Widowed,1,24.76535201216523,46.70021274202536,86.12
17771.53,4466.75,9,Single,1,24.80092549217852,46.693076600910445,75.05
16377.39,3703.42,10,Married,0,24.775509057868458,46.73754405016779,59.05
1061.98,509.21,10,Married,0,24.828394778291578,46.761734911644,89.18
6828.7,4535.25,7,Widowed,1,24.772848652062745,46.778888314960014,81.57
15578.96,5462.5,5,Single,1,24.843610377450865,46.765890515317594,59.03
13072.03,5979.35,6,Widowed,1,24.774617630992168,46.67240818838249,68.3
12400.95,7787.63,4,Single,0,24.720844316846232,46.722738764782264,45.12
17678.52,7354.63,9,Divorced,0,24.743624389892037,46.728651434850725,61.64
5669.88,2972.28,4,Married,0,24.776932496244857,46.764484637717835,40.97
7814.11,402.57,9,Single,1,24.770575061097045,46.76232508219131,67.06
9390.78,1738.77,10,Widowed,0,24.777323720740508,46.63922667168231,57.41
17150.28,9124.78,4,Married,0,24.727133230309065,46.73079562221392,41.28
7212.68,521.68,4,Single,1,24.713615262857946,46.76799643649981,42.89
951.98,651.59,6,Widowed,0,24.850637541617186,46.79893809258486,77.38
14725.39,2909.33,6,Widowed,1,24.76342785645349,46.812536306842496,57.9
15403.52,11821.41,6,Divorced,1,24.781533372860107,46.7211457014441,80.7
17830.32,12786.29,9,Single,0,24.743429866822954,46.722876515675594,73.68
18610.95,12628.35,8,Single,1,24.75469115907294,46.74652081111877,87.14
16438.69,13038.49,9,Married,1,24.782128699052492,46.73815230100767,96.73
2170.18,212.01,7,Married,0,24.79594690848732,46.79753231373932,58.91
12229.76,2532.87,7,Widowed,1,24.821577706772068,46.66375510157751,63.28
12595.09,1247.74,6,Single,1,24.646403943254903,46.78471599556196,53.96
5238.56,1065.38,8,Divorced,0,24.70575606507923,46.72676172990536,48.13
9125.01,6905.22,7,Single,1,24.71559434869703,46.647900978121,85.27
7476.74,3670.44,5,Widowed,0,24.80117313641024,46.77595775801513,44.64
16727.23,8529.05,4,Married,0,24.745274479963665,46.608447885392756,40.4
4802.48,3805.26,1,Widowed,1,24.746787777587375,46.75759020027013,56.69
8886.86,1601.9,9,Widowed,1,24.700154421561294,46.74716799598896,72.21
8291.98,5211.51,8,Widowed,1,24.77333450754135,46.76696457498005,85.14
6928.07,4914.42,7,Married,1,24.780079018420707,46.689346552955925,83.37
15264.5,3218.3,10,Married,0,24.833928575083224,46.73007352134865,58.43
15884.12,8401.25,2,Widowed,1,24.772734773024503,46.69133660204634,51.16
13761.92,6605.7,8,Divorced,0,24.751935887440425,46.693759864298656,59.2
5029.23,3897.38,6,Divorced,0,24.76545269700383,46.82358542400711,61.0
6605.62,4945.18,4,Married,0,24.705504942853434,46.657321930106164,49.95
12290.59,6545.14,5,Single,0,24.847658516374683,46.727533816142405,46.3
16316.88,6260.06,10,Widowed,1,24.740646363067004,46.789995234369805,85.35
1772.5,622.24,8,Single,1,24.74381922301316,46.829300485677344,94.04
18932.39,9405.99,1,Married,1,24.807996293566966,46.71360442959271,44.87
15635.68,9187.14,5,Divorced,0,24.881965410663277,46.70771425384983,48.5
13828.7,8238.57,5,Married,0,24.811204768600465,46.752964629020326,48.83
1865.11,205.73,9,Divorced,1,24.83918706446994,46.81607555983634,89.41
10919.36,424.09,1,Married,0,24.77570020745329,46.70032910648269,6.55
4102.71,406.08,5,Widowed,1,24.797098607146957,46.70411423151239,48.96
6042.91,2634.78,2,Widowed,1,24.87476936237633,46.744826766554134,47.44
15403.25,10013.23,10,Single,1,24.755833922434395,46.747234015293245,96.0
13703.9,7001.38,6,Divorced,0,24.706743685523517,46.68941929807447,50.44
7199.98,1778.06,9,Married,1,24.83412069539722,46.70515528605143,74.88
13350.58,5378.89,5,Widowed,0,24.721754450865905,46.76483263762636,41.12
19087.55,13514.7,9,Divorced,1,24.83338520773315,46.77394766553325,93.32
14855.34,351.46,4,Single,1,24.823902384290292,46.700160245571524,40.95
4873.06,3199.44,1,Widowed,1,24.70300946666291,46.81306668259777,51.26
3951.27,2263.82,8,Divorced,0,24.757966008057895,46.725458349177245,62.92
1573.3,220.62,5,Married,1,24.840509707092455,46.76581150047003,70.61
16875.98,1350.1,8,Widowed,1,24.79689438860408,46.846250117245056,63.2
5649.48,1595.08,8,Widowed,1,24.741924088480992,46.78439200640406,71.29
5592.35,3056.72,4,Divorced,0,24.776950656244853,46.75142961394316,41.86
18382.72,11025.17,7,Widowed,1,24.850523421320627,46.763391787814484,78.99
11267.74,4974.39,1,Widowed,1,24.801014803952484,46.79162536686549,42.66
14174.36,9804.87,10,Divorced,1,24.755852363522855,46.69603951663305,97.67
14314.1,2061.1,9,Widowed,0,24.72185954029895,46.6396821705312,50.76
19229.18,9915.2,4,Single,1,24.876910356497017,46.682839581713914,60.63
15580.81,2082.67,3,Married,0,24.76303731882071,46.72415933500555,20.35
3195.19,977.21,2,Married,1,24.789470334890456,46.778786860626965,42.23
14616.8,6623.94,5,Single,0,24.81712367441799,46.70884612807155,43.13
8711.43,1129.5,3,Widowed,0,24.76574391431068,46.752128997524416,20.19
2605.03,1664.86,7,Divorced,1,24.761665443690823,46.818367278801,100.0
2667.67,1795.8,3,Married,1,24.798648747581915,46.77474388930249,81.93
16302.21,1776.83,9,Single,1,24.807244063433373,46.796673692874265,69.36
10039.45,4555.73,2,Single,0,24.783151077935187,46.673158402602205,28.15
3495.49,2253.07,6,Married,0,24.794084397587632,46.705432155310405,55.78
14719.75,10467.24,10,Widowed,0,24.747669165912512,46.76731820093775,78.44
7282.33,4210.44,9,Divorced,1,24.836014153571682,46.739063578836806,88.13
6085.68,2336.08,2,Single,1,24.78954165062995,46.82311074723176,45.35
13967.33,205.44,1,Single,0,24.78613765897443,46.86808415570902,5.59
9029.41,502.31,7,Widowed,1,24.80237548228158,46.64996186204221,57.23
12893.58,3757.23,10,Single,1,24.811767081055226,46.75705791924414,81.66
12322.8,5779.86,9,Single,0,24.838587637704137,46.7716590675635,63.76
12629.61,8740.65,4,Single,1,24.767177200800813,46.67678508818553,67.68
13864.83,463.45,8,Widowed,1,24.7636488371357,46.69547397728954,61.34
16412.93,7712.8,7,Married,0,24.745073827509763,46.76742892022103,53.8
6553.08,4170.53,1,Divorced,1,24.857595225217572,46.75773357649115,50.46
1091.3,774.74,4,Single,1,24.71430584689824,46.76023013341101,88.4
14051.87,7549.46,1,Single,0,24.833931574332283,46.70751085478403,26.49
11094.1,2454.12,2,Divorced,0,24.767399141666356,46.73873440973646,18.85
15889.15,7159.53,4,Single,0,24.734855084345888,46.77041402169219,38.02
19870.06,9562.89,4,Married,0,24.76805259256961,46.75897662219535,39.25
